title_romaji,title_english,meanScore,R_expected,OI,Interpretation
Kidou Senshi Gundam Thunderbolt: December Sky,Mobile Suit Gundam Thunderbolt: December Sky,78.0,71.39762189082705,6.602378109172946,Overrated
Sarazanmai,Sarazanmai,73.0,66.4048164646282,6.5951835353718025,Overrated
Sasaki to Miyano,Sasaki and Miyano,81.0,74.41425023688454,6.585749763115459,Overrated
Jibi Eopseo,No Home,69.0,62.41681981619554,6.583180183804458,Overrated
Kino no Tabi: the Beautiful World,Kino's Journey,82.0,75.41905501000885,6.580944989991153,Overrated
Atashi wa Mondaisaku,I'm a Controversy,78.0,71.41951792261233,6.580482077387671,Overrated
Bborongbborong Bbororo 2,Pororo the Little Penguin 2,50.0,43.42150284049743,6.578497159502568,Overrated
Isekai Quartet 3,Isekai Quartet 3,74.0,67.42345324693741,6.576546753062587,Overrated
friends: Mononoke Shima no Naki,Friends: Naki of Monster Island,61.0,54.42353359770451,6.5764664022954875,Overrated
Sasuke,SASUKE,69.0,62.43093800814387,6.569061991856131,Overrated
Arknights: Touin Kiro,Arknights: PERISH IN FROST,75.0,68.43646878113317,6.563531218866828,Overrated
Odoroki Ban,Phenakistoscope,38.0,31.43985993166545,6.560140068334551,Overrated
Shin Kidou Senki Gundam Wing: Operation Meteor - ODD＆EVEN NUMBERS,Mobile Suit Gundam Wing: Operation Meteor,66.0,59.44229669028169,6.557703309718313,Overrated
Gall Force: Chikyuu Shou,Gall Force: Earth Chapter,63.0,56.44446367889085,6.555536321109152,Overrated
Ontology,Ontology,66.0,59.44572855385182,6.554271446148178,Overrated
KO Seiki Beast Sanjuushi,K.O. Beast,67.0,60.447445821308534,6.552554178691466,Overrated
Initial D EXTRA STAGE,Initial D Extra Stage,71.0,64.44814429193107,6.551855708068928,Overrated
Fruits Basket: prelude,Fruits Basket -prelude-,83.0,76.44961226390427,6.550387736095729,Overrated
Princess Principal: Crown Handler - Chapter 1,Princess Principal: ~Crown Handler~ 1,76.0,69.45120264270398,6.548797357296024,Overrated
Leatherman,Leatherman,53.0,46.45123830927774,6.548761690722259,Overrated
JoJo no Kimyou na Bouken: Stardust Crusaders - Egypt-hen,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,82.0,75.45757568696098,6.542424313039021,Overrated
Gakuen Senki Muryou,Shingu: Secret of the Stellar Wars,68.0,61.45998178233973,6.540018217660268,Overrated
Barbapapa,Barbapapa,60.0,53.464645527269774,6.535354472730226,Overrated
Taiho Shichauzo: Full Throttle,You're Under Arrest: Full Throttle,70.0,63.46531501212836,6.534684987871643,Overrated
Xianwu Zhuan,Legend of Xianwu,73.0,66.47369646538525,6.526303534614755,Overrated
Area 88 Movie,Area 88 Movie,67.0,60.4750124083144,6.524987591685601,Overrated
Chuuken Hachi,"Faithful Dog ""Hachi""",71.0,64.4783428505992,6.521657149400795,Overrated
Hello Harinezumi: File 170 Satsui no Ryoubun,Domain of Murder,65.0,58.4803851818052,6.519614818194803,Overrated
Usavich III,Usavich III,62.0,55.48075100031923,6.519248999680769,Overrated
Gamba no Bouken,Gamba's Adventure,75.0,68.4821889718924,6.517811028107602,Overrated
Fushigi Yuugi OVA,Mysterious Play OVA,66.0,59.48932571453025,6.510674285469747,Overrated
Shiroi Suna no Aquatope,The aquatope on white sand,73.0,66.48937020615448,6.510629793845524,Overrated
LUPIN THE IIIRD: Jigen Daisuke no Bohyou,Lupin the IIIrd: Jigen's Gravestone,77.0,70.49091771271814,6.509082287281856,Overrated
Haikyuu!!,HAIKYU!!,83.0,76.492418408908,6.507581591092006,Overrated
Hitozuma♪Kasumi-san,The Hills Have Size,64.0,57.493515030780706,6.506484969219294,Overrated
Sengoku Youko: Senma Konton-hen,Sengoku Youko: The Thousandfold Chaos Arc,75.0,68.49356026468776,6.506439735312242,Overrated
Inochi no Tabekata,How to Eat Life,78.0,71.49713214304623,6.50286785695377,Overrated
K-ON!!,K-ON! Season 2,82.0,75.49929743922995,6.500702560770051,Overrated
Chibi Godzilla no Gyakushuu,Chibi Godzilla Raids Again,66.0,59.499715934153286,6.500284065846714,Overrated
Wan Sheng Jie 3,All Saints Street 3,80.0,73.50328030118894,6.496719698811063,Overrated
Insomnia,Insomnia,79.0,72.50606290449612,6.493937095503881,Overrated
Meitantei Conan: Tengoku e no Count Down,Case Closed: Countdown to Heaven,79.0,72.50822147132918,6.491778528670821,Overrated
SLAM DUNK: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Slam Dunk: Roar!! Basket Man Spirit,74.0,67.51266247683432,6.487337523165678,Overrated
Shikkoku no Shaga THE ANIMATION,Jet-Black Shaga THE ANIMATION,69.0,62.52094269404583,6.479057305954171,Overrated
Cross Fight B-Daman,B-Daman Crossfire,64.0,57.52293990728424,6.47706009271576,Overrated
Cike Wu Liuqi Fanwai,Scissor Seven Extras,75.0,68.52567124502862,6.474328754971381,Overrated
Furusato Saisei: Nippon no Mukashi Banashi,Folktales from Japan,68.0,61.53251603535501,6.467483964644991,Overrated
Tetsujin 28-gou,Gigantor,61.0,54.54585452766271,6.454145472337288,Overrated
BANANA FISH,BANANA FISH,83.0,76.55046603451053,6.449533965489465,Overrated
Tales of HR,Tales of Homeroom,55.0,48.55154283285357,6.4484571671464295,Overrated
Boku wa Chiisana Succubus no Shimobe,Serving the Little Succubus,70.0,63.55588587995339,6.444114120046613,Overrated
Teki wa Kaizoku: Neko-tachi no Kyouen,Galactic Pirates,64.0,57.559538892093194,6.440461107906806,Overrated
Tegami Bachi REVERSE,Letter Bee Reverse,75.0,68.56030210888603,6.4396978911139655,Overrated
Kazoku no Hanashi,The Story of a Family,58.0,51.56149981118851,6.438500188811489,Overrated
Slayers EVOLUTION-R,The Slayers Evolution-R,71.0,64.56178917602573,6.4382108239742735,Overrated
Shingeki no Kyojin: The Final Season,Attack on Titan Final Season,86.0,79.56238133072858,6.437618669271416,Overrated
Dungeon Meshi,Delicious in Dungeon,85.0,78.56324305130326,6.43675694869674,Overrated
Sagrada Reset,Sagrada Reset,68.0,61.56488146966449,6.435118530335508,Overrated
Shimaizuma: Shimaizuma 3 The Animation,Fleshdance,64.0,57.56688447266377,6.433115527336227,Overrated
Weiß Kreuz OVA,Knight Hunters OVA,62.0,55.56734264270453,6.432657357295469,Overrated
Enmusubi no Youko-chan,Fox Spirit Matchmaker,65.0,58.57257763491013,6.427422365089868,Overrated
BanG Dream! Garupa☆Pico,BanG Dream! Girls Band Party!☆PICO,75.0,68.57293239740892,6.42706760259108,Overrated
Uchitama?! Uchi no Tama Shirimasen ka?,Uchitama?! Have you seen my Tama?,66.0,59.576029926012104,6.4239700739878955,Overrated
World Dai Star,Stella of the Theater: World Dai Star,72.0,65.57955466732403,6.420445332675968,Overrated
NARUTO: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,Hidden Leaf Village Grand Sports Festival,63.0,56.57983984540315,6.42016015459685,Overrated
Yuan Long 2,Carp Reborn S2,69.0,62.583838381330324,6.416161618669676,Overrated
Yama no Susume: Third Season,Encouragement of Climb Season 3,76.0,69.5897302294548,6.410269770545199,Overrated
Micchiri Neko,Mitchiri Neko,64.0,57.59035240905458,6.4096475909454185,Overrated
Shangri-La Frontier 2nd Season,Shangri-La Frontier Season 2,82.0,75.59639287727836,6.403607122721638,Overrated
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,Do You Know the Milfing Man?,63.0,56.59847362486399,6.401526375136008,Overrated
Shadowverse Flame,Shadowverse Flame,67.0,60.59881033789939,6.401189662100613,Overrated
Saint Seiya: THE LOST CANVAS - Meiou Shinwa,Saint Seiya: The Lost Canvas,76.0,69.59949606836382,6.40050393163618,Overrated
TIGER & BUNNY,Tiger & Bunny,78.0,71.60038533938207,6.399614660617928,Overrated
Elmer no Bouken: My Father's Dragon,Elmer's Adventure: My Father's Dragon,59.0,52.60055002081691,6.399449979183089,Overrated
eX-Driver,éX-Driver,65.0,58.60111036100895,6.398889638991051,Overrated
Sakura Taisen: Le Nouveau Paris,Sakura Wars: The New Paris,65.0,58.601788314820034,6.398211685179966,Overrated
Ryuusei no Rockman,Mega Man Star Force,68.0,61.601901223518006,6.398098776481994,Overrated
Shoujo☆Kageki Revue Starlight,Revue Starlight,77.0,70.60639692430641,6.393603075693591,Overrated
Sora wo Kakeru Shoujo Picture Drama,Girl Who Leapt Through Space Picture Drama,60.0,53.611202073551596,6.3887979264484045,Overrated
Sore Ike! Anpanman: Yomigaere Bananajima,Anpanman: Revive Banana Island!,58.0,51.61120846918914,6.388791530810863,Overrated
RAINBOW: Nisha Rokubou no Shichinin,Rainbow,82.0,75.61218088638756,6.387819113612437,Overrated
Tenshi ni Narumon!,I'm Gonna Be an Angel!,68.0,61.61218277381732,6.387817226182683,Overrated
[Oshi no Ko] 2nd Season,Oshi no Ko Season 2,85.0,78.61247264297998,6.387527357020019,Overrated
Jujutsu Kaisen 2nd Season,JUJUTSU KAISEN Season 2,87.0,80.61934348296886,6.380656517031142,Overrated
Benghuai: Xingqiong Tiedao - Fei Guang,Honkai: Star Rail - A Flash,79.0,72.62233717336875,6.377662826631251,Overrated
Choujin Locke: Mirror Ring,Locke the Superman: Mirror Ring,56.0,49.62447215297877,6.375527847021232,Overrated
Hareluya II BOY,Hareluya II Boy,67.0,60.629533267687144,6.370466732312856,Overrated
Nekogami Yaoyorozu: Ohanami Ghostbusters,Cat God: Ohanami Ghostbusters,65.0,58.63289934113947,6.3671006588605294,Overrated
Tamayura: hitotose,Tamayura: Hitotose,73.0,66.63368120026163,6.366318799738366,Overrated
CLANNAD: After Story,Clannad: After Story,87.0,80.63438895373613,6.365611046263865,Overrated
Kita e.: Diamond Dust Drops Special,Diamond Daydreams Special,57.0,50.635558006725425,6.364441993274575,Overrated
Chuukan Kanriroku Tonegawa,Mr. Tonegawa: Middle Management Blues,69.0,62.63998636073524,6.360013639264757,Overrated
D4DJ All Mix,D4DJ All Mix,74.0,67.64551049769555,6.354489502304446,Overrated
Cosmos no Natsu,Cosmos summer,61.0,54.6462745265866,6.353725473413398,Overrated
Onimomomomo,TOUGEN ANKI Mini Anime,65.0,58.64780203741213,6.352197962587873,Overrated
Mr.Fixer,Mr.Fixer,73.0,66.64874621706616,6.3512537829338385,Overrated
Giant Robo THE ANIMATION: Chikyuu ga Seishi Suru Hi,Giant Robo the Animation: The Day the Earth Stood Still,77.0,70.64885305151178,6.351146948488221,Overrated
Jungle wa Itsumo Hare nochi Guu,Haré+Guu,74.0,67.65126508015356,6.348734919846436,Overrated
Angel Densetsu,Angel of Legend,72.0,65.65485303612826,6.345146963871741,Overrated
Tenchi Muyou! Ryououki Omatsuri Zenya no Yoru!,Tenchi Muyo! Ryo-Ohki: The Night Before The Carnival!,70.0,63.662661879569804,6.337338120430196,Overrated
Xing Wu Shen Jue,Astral Sutra,68.0,61.67003333026548,6.329966669734517,Overrated
Minami-ke: Natsuyasumi,Minami-ke Natsuyasumi,72.0,65.67160869493858,6.328391305061416,Overrated
Wu Liuqi: Zui Qiang Faxingshi,Scissor Seven Season 2,81.0,74.67506589557496,6.32493410442504,Overrated
MOONLIGHT GRAVITY,MOONLIGHT GRAVITY,47.0,40.67573211975394,6.324267880246062,Overrated
Lucky☆Star OVA,Lucky☆Star OVA,76.0,69.67785823045374,6.322141769546263,Overrated
Watashi ni Tenshi ga Maiorita!: Precious Friends,WATATEN!: an Angel Flew Down to Me -Precious Friends-,75.0,68.67849606891656,6.321503931083441,Overrated
Onegai☆Twins OVA,Please☆Twins!: The Summer Never Ends,64.0,57.67858259819384,6.321417401806158,Overrated
Dongwu Tegong Ju,Spycies,50.0,43.67871162448321,6.321288375516787,Overrated
MonHun Nikki Girigiri Airuu Mura G,Monster Hunter Diary: Felyne Village on the Edge G,53.0,46.68060741083914,6.319392589160863,Overrated
Xinghe Zhizun 2,Supreme Lord of Galaxy Season 2,61.0,54.684858226337724,6.315141773662276,Overrated
Wulan Qiqige,Twins on the Pasture,41.0,34.69124973264135,6.308750267358647,Overrated
Komaneko: Hajime no Ippo,Komaneko: The First Step,56.0,49.6912988777175,6.3087011222825,Overrated
Tokumu Sentai Shinesman,Special Duty Combat Unit Shinesman,63.0,56.69229107971383,6.307708920286167,Overrated
Gyaku men,SAKA MEN,53.0,46.696555281669106,6.303444718330894,Overrated
Twinkle World,Twinkle World,58.0,51.69749052568774,6.302509474312259,Overrated
CITY HUNTER Special: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,City Hunter: Death of the Vicious Criminal Ryo Saeba,72.0,65.70616024056561,6.293839759434391,Overrated
DEATH NOTE,Death Note,84.0,77.70682517485864,6.293174825141364,Overrated
Bocchi the Rock!,BOCCHI THE ROCK!,87.0,80.71042805434017,6.28957194565983,Overrated
Yuu☆Yuu☆Hakusho: Eizou Hakusho,Yu Yu Hakusho: Eizou Hakusho,71.0,64.71472239916346,6.285277600836537,Overrated
Yuru Camp△,Laid-Back Camp,81.0,74.71719841576187,6.282801584238129,Overrated
K-ON!!: Keikaku!,K-ON! Season 2: Plan!,77.0,70.72298360852994,6.277016391470056,Overrated
Meitantei Conan: Edogawa Conan Shissou Jiken - Shijou Saiaku no Futsukakan,The Disappearance of Conan Edogawa: The Worst Two Days in History,76.0,69.72335405424086,6.276645945759142,Overrated
BanG Dream! Girls Band Party!: 5th Anniversary Animation - CiRCLE THANKS PARTY!,BanG Dream! Girls Band Party! 5th Anniversary Animation -CiRCLE THANKS PARTY!-,76.0,69.72506108689356,6.274938913106439,Overrated
SLAM DUNK: Zenkoku Seiha Da! Sakuragi Hanamichi,Slam Dunk: National Domination! Sakuragi Hanamichi,72.0,65.7255283181633,6.274471681836701,Overrated
TRIGUN STAMPEDE,TRIGUN STAMPEDE,78.0,71.73152277520066,6.268477224799341,Overrated
Juu-nin no Chiisa na Indian,Ten Little Indians,39.0,32.731652848281186,6.268347151718814,Overrated
Ame to Kimi to,With You and the Rain,74.0,67.73235804056773,6.267641959432268,Overrated
Hibi wa Sugiredo Meshi Umashi,Food for the Soul,77.0,70.73599012605682,6.264009873943181,Overrated
Houkago Teibou Nisshi,Diary of Our Days at the Breakwater,72.0,65.73986982014591,6.260130179854087,Overrated
Magma Taishi,Ambassador Magma,63.0,56.74361019165569,6.256389808344309,Overrated
Shu Tian Fu Mo Lu,The Guardian Legend,61.0,54.74464049156143,6.255359508438573,Overrated
mumei,mumei,76.0,69.74679376674861,6.25320623325139,Overrated
Nerima Daikon Brothers,Nerima Daikon Brothers,68.0,61.748324159524316,6.251675840475684,Overrated
Ougon Bat,Golden Bat,62.0,55.75037429822565,6.249625701774349,Overrated
Senkou no Night Raid Specials,Night Raid 1931 Specials,64.0,57.75056360648934,6.249436393510663,Overrated
Kimi to Boku. 2,You and Me 2,77.0,70.75142386586141,6.248576134138588,Overrated
Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,81.0,74.75144249458151,6.248557505418489,Overrated
Terra e... (TV),Toward the Terra (TV),76.0,69.75248298943765,6.247517010562348,Overrated
Doraemon: Nobita no Little Star Wars,Doraemon: Nobita's Little Star Wars,69.0,62.753355621135725,6.246644378864275,Overrated
Dr. Slump: Arale-chan - Hoyoyo!! Tasuketa Same ni Tsurerarete...,Dr. Slump and Arale-chan: Hoyoyo!! Follow the Rescued Shark...,64.0,57.75426033368093,6.245739666319068,Overrated
Doraemon: Nobita no Ningyo Daikaisen,Doraemon: Nobita's Great Mermaid Naval Battle,70.0,63.754471739473786,6.245528260526214,Overrated
Tottoko Hamtarou: Ham Ham Paradichu! OVA: Ham-chans no Mezase! Ham Ham Kin Medal ~Hashire! Hashire! Daisakusen~,Hamtaro: Ham-Ham Games,62.0,55.75838524016521,6.241614759834789,Overrated
Kaede to Suzu THE ANIMATION,Love Me: Kaede and Suzu THE ANIMATION,77.0,70.76066525198402,6.2393347480159775,Overrated
Barakamon,Barakamon,82.0,75.76741808583479,6.232581914165209,Overrated
Fushigi Yuugi OVA 2,Mysterious Play OVA 2,67.0,60.7675317513077,6.2324682486922995,Overrated
Doubutsu Takarajima,Animal Treasure Island,63.0,56.76878149074235,6.231218509257651,Overrated
Mahou Shoujo Lyrical Nanoha Detonation,Magical Girl Lyrical Nanoha Detonation,76.0,69.77258036650049,6.227419633499508,Overrated
RE:cycle of the PENGUINDRUM: Zenpen - Kimi no Ressha wa Seizon Senryaku,RE:cycle of the PENGUINDRUM Part 1: Your Train Is the Survival Tactic,73.0,66.77598201663498,6.224017983365016,Overrated
Cult.,Cult.,71.0,64.77924670438819,6.220753295611814,Overrated
Shinkai no Niji,Deep-Sea's Rainbow,48.0,41.78103515525631,6.218964844743688,Overrated
Juubei-chan 2: Siberia Yagyuu no Gyakushuu,Jubei Chan the Ninja Girl 2: The Counterattack of Siberia Yagyu,68.0,61.78191969604603,6.218080303953968,Overrated
Omae Umasou da na,Heart and Yummie,78.0,71.7821166227815,6.217883377218499,Overrated
Beautiful na Fiction,Beautiful Fiction,63.0,56.785811317671254,6.214188682328746,Overrated
The Fable,The Fable,77.0,70.78681171995292,6.213188280047078,Overrated
UniteUp!,UniteUp!,69.0,62.80322869774071,6.196771302259293,Overrated
Dark Gathering,Dark Gathering,75.0,68.80367032981057,6.196329670189428,Overrated
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Dragon Ball Z Kai: Peace for the Future! The Spirit of Goku is Forever,73.0,66.80824259536773,6.19175740463227,Overrated
Kyoukai no Rinne 2,Rin-ne 2,69.0,62.80843505299991,6.191564947000089,Overrated
Feng Shu Zhan Jing 2,The Configurators 2,46.0,39.81715738061567,6.182842619384331,Overrated
Ace wo Nerae!,Aim for the Ace!,71.0,64.82115959961443,6.1788404003855675,Overrated
GA: Geijutsuka Art Design Class,GA Geijutsuka Art Design Class,70.0,63.82298628939001,6.177013710609991,Overrated
Omoi Gumo,A Reflection of One's Mind,66.0,59.826846614186536,6.173153385813464,Overrated
Bakugan: Geogan Rising,Bakugan: Geogan Rising,65.0,58.834496761175934,6.165503238824066,Overrated
Shisouhan,Thought Crime,72.0,65.83661231122191,6.163387688778087,Overrated
Ys: Tenkuu no Shinden - Adol Christine no Bouken,Ys II: Castle in the Heavens,67.0,60.838582134409066,6.161417865590934,Overrated
Shi Xiong,Zombie Brother,60.0,53.83954589340506,6.1604541065949405,Overrated
Macross Plus MOVIE EDITION,Macross Plus Movie Edition,75.0,68.84910727215969,6.150892727840315,Overrated
Hakaima Sadamitsu,Sadamitsu the Destroyer,67.0,60.852693257746935,6.147306742253065,Overrated
BanG Dream! 2nd Season,BanG Dream! 2nd Season,74.0,67.85368669901798,6.1463133009820154,Overrated
Trillion Game,TRILLION GAME,72.0,65.85569518769056,6.144304812309443,Overrated
Acchi Kocchi: PLACE=PRINCESS,Place to Place OVA,72.0,65.85950712214846,6.140492877851543,Overrated
Parallel World,Parallel World,63.0,56.86158361263983,6.1384163873601665,Overrated
Dr. Slump: Arale-chan - Ncha!! Wakuwaku Hot no Natsuyasumi,Dr. Slump and Arale-chan: Ncha!! Trembling Heart of the Summer,64.0,57.86205423903418,6.13794576096582,Overrated
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,Yu Yu Hakusho: Eizou Hakusho II,70.0,63.862093166248,6.137906833751998,Overrated
Haikyuu!!: VS Akaten,HAIKYU!!: VS Failing Marks,76.0,69.8641019255462,6.135898074453806,Overrated
"Sora no Iro, Mizu no Iro",Color of Sky,66.0,59.864907738312105,6.135092261687895,Overrated
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,Sweet Lady (Amanee!),68.0,61.86859693952886,6.131403060471143,Overrated
Running In The Dark,Running In The Dark,76.0,69.87762971683966,6.122370283160336,Overrated
Doukyuusei 2,End of Summer 2,59.0,52.879577394929534,6.120422605070466,Overrated
Yamato yo Towa ni: REBEL3199,Star Blazers: Space Battleship Yamato 3199,67.0,60.884568045136206,6.115431954863794,Overrated
Mahoujin Guru Guru,Magical Circle Guru Guru,74.0,67.88611473401565,6.113885265984351,Overrated
Ginga Tetsudou Monogatari,The Galaxy Railways,68.0,61.887087256806865,6.112912743193135,Overrated
Hakkenden: Touhou Hakken Ibun 2,Hakkenden: Eight Dogs of the East Season 2,73.0,66.88829988686165,6.111700113138355,Overrated
"Koukaku Kidoutai: STAND ALONE COMPLEX - Section 9 Science File ""Tachikoma na Hibi""",Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikomatic Days,65.0,58.88953640966071,6.110463590339293,Overrated
STAND BY ME Doraemon 2,STAND BY ME Doraemon 2,80.0,73.8898814283517,6.1101185716483,Overrated
Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows: Goddesses,78.0,71.8908319846108,6.109168015389201,Overrated
Puniru wa Kawaii Slime 2nd Season,Puniru is a Kawaii Slime Season 2,71.0,64.89229136745229,6.107708632547713,Overrated
Benghuai 3: Reburn,Honkai Impact 3rd: Reburn,67.0,60.89934014229118,6.10065985770882,Overrated
SANDA,SANDA,75.0,68.90312712740852,6.096872872591476,Overrated
Kono Oto Tomare!,Kono Oto Tomare!: Sounds of Life,78.0,71.90557027435806,6.094429725641945,Overrated
Midnight Mission,Midnight Mission,75.0,68.90635556405107,6.0936444359489315,Overrated
Kuroko no Basket 2nd SEASON,Kuroko's Basketball 2,80.0,73.90957828970514,6.090421710294862,Overrated
Fumetsu no Anata e Season 2,To Your Eternity Season 2,80.0,73.91276860670996,6.08723139329004,Overrated
Transformers: Galaxy Force,Transformers: Cybertron,63.0,56.915706865988795,6.0842931340112045,Overrated
Honnou da Zou,Passionate Elephant,40.0,33.91747539034582,6.082524609654179,Overrated
Mune no Kemuri,One's Mind,71.0,64.91820715774296,6.081792842257045,Overrated
Puchi Puri * Yuushi,Petite Princess Yucie,71.0,64.92724638161997,6.072753618380034,Overrated
Xi Yangyang Yu Hui Tailang: Yang Cun Shouhuzhe,Pleasant Goat and Big Big Wolf: Mighty Little Defenders,58.0,51.93032705325482,6.069672946745179,Overrated
Kami nomi zo Shiru Sekai: Tenri-hen,The World God Only Knows: Tenri Arc,74.0,67.94256019239519,6.057439807604808,Overrated
Shin Ace wo Nerae!,Shin Aim for the Ace!,73.0,66.94339594198148,6.056604058018522,Overrated
Bokura wa Minna Kawaisou: Hajimete no,The Kawai Complex Guide to Manors and Hostel Behavior: First Time,74.0,67.94361808753709,6.056381912462911,Overrated
Transformers 40th Shuunen Kinen Special Movie,Transformers 40th Anniversary Special Movie,78.0,71.94366568888942,6.056334311110575,Overrated
"Ququ Bucai, Zaixia Ye Guai 2",Monster But Wild 2,70.0,63.94458044821768,6.055419551782322,Overrated
Akagami no Shirayuki-hime 2nd Season,Snow White with the Red Hair Season 2,79.0,72.94810930210227,6.051890697897733,Overrated
RED FOREST,RED FOREST,53.0,46.949623180004146,6.050376819995854,Overrated
Shinkai,Shinkai,76.0,69.9506364924489,6.0493635075511065,Overrated
Melty Lancer THE ANIMATION,Meltylancer: The Animation,60.0,53.953330842336136,6.046669157663864,Overrated
Rock wa Lady no Tashinami Deshite,Rock is a Lady’s Modesty,78.0,71.95383690370417,6.046163096295828,Overrated
Keroro Gunsou Movie 1,Sergeant Keroro: The Super Duper Movie,68.0,61.95394418092018,6.046055819079818,Overrated
Shaonian Ge Xing: Xue Ran Tianqi Pian,Great Journey of Teenagers 4th Season,68.0,61.95703509972308,6.042964900276921,Overrated
Butai ni Tatte,On the Stage,70.0,63.957915528975455,6.042084471024545,Overrated
Kono Subarashii Sekai ni Shukufuku wo! 2,KONOSUBA -God's blessing on this wonderful world! 2,81.0,74.96113918221154,6.038860817788461,Overrated
Nogizaka Haruka no Himitsu: Finale♪,Haruka Nogizaka's Secret: Finale,70.0,63.968221045810544,6.0317789541894555,Overrated
Morimori Shima no Mogu to Perol,Mogu&Perol,58.0,51.970551714353434,6.029448285646566,Overrated
Hajime no Ippo: Champion Road,Hajime no Ippo: The Fighting! - Champion Road,80.0,73.97090510804833,6.029094891951672,Overrated
"Meitantei Conan: Tokubetsu-hen - ""Kinga Shinnen Mouri Kogorou""","Case Closed: Happy New Year, Kogoro Mouri ",65.0,58.97336434495994,6.02663565504006,Overrated
Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,90.0,83.97367697208281,6.026323027917186,Overrated
Yuusha-Ou GaoGaiGar,The King of Braves: GaoGaiGar,77.0,70.97623537486831,6.02376462513169,Overrated
Nanaka 6/17,Nanaka 6/17,66.0,59.977675455243514,6.022324544756486,Overrated
Saiyuuki Interactive OVA,Saiyuki Interactive,61.0,54.97861584732985,6.0213841526701515,Overrated
Kuzurinen,KUZURI,72.0,65.98015292414713,6.019847075852866,Overrated
Dai Yamato Zero-go,Great Yamato No. 0,65.0,58.981222095439776,6.018777904560224,Overrated
Koi Suru Tenshi Angelique: Chibi Character Adventure 2,Loving Angel Angelique Chibi Adventure Special 2,53.0,46.981815922406426,6.018184077593574,Overrated
Ruru-chan no Jisatsu Haishin,Ruru's Suicide Show on a Livestream,76.0,69.98282435392915,6.017175646070854,Overrated
Hanasakeru Seishounen,Hanasakeru Seishounen ,72.0,65.98585830330086,6.0141416966991414,Overrated
Umi Monogatari: Anata ga Ite Kureta Koto Special,Umi Monogatari: Faithful Hearts,66.0,59.986245275029894,6.013754724970106,Overrated
Guaishou Xiao Guan,Monster Diner,63.0,56.993331848704656,6.006668151295344,Overrated
Tekken Chinmi,Iron Fist Chinmi,67.0,60.9950608258508,6.0049391741492,Overrated
Yuru Camp△ Movie,Laid-Back Camp The Movie,83.0,76.99630762421123,6.0036923757887735,Overrated
Konohana Kitan,KONOHANA KITAN,72.0,66.00243643091463,5.997563569085372,Overrated
Kakushigoto: Himegoto wa Nandesuka,KAKUSHIGOTO Theatrical Edition,77.0,71.00466895330709,5.995331046692911,Overrated
Nobunaga Concerto,Nobunaga Concerto,71.0,65.00521398012903,5.994786019870972,Overrated
Senki Zesshou Symphogear G,Symphogear G,74.0,68.00733063921453,5.99266936078547,Overrated
Free!: the Final Stroke - Kouhen,Free! the Final Stroke: The Second Volume,78.0,72.0075009606038,5.992499039396193,Overrated
Jigoku Sensei Nube: Gozen 0-toki Nube Shisu,Hell Teacher Nube: 0 a.m. Nube Dead,67.0,61.01302481247501,5.98697518752499,Overrated
BRAIN,BRAIN,73.0,67.01330548686687,5.986694513133131,Overrated
Crayon Shin-chan: Henderland no Daibouken,Crayon Shin-chan: Great Adventure In Henderland,72.0,66.01530133125632,5.984698668743675,Overrated
Meitantei Conan: Excalibur no Kiseki,Case Closed: The Miracle of Excalibur,67.0,61.015575530824705,5.984424469175295,Overrated
DT Eightron,DT Eightron,66.0,60.01801526668448,5.981984733315521,Overrated
Nami yo Kiitekure,"Wave, Listen to Me!",71.0,65.02161930773953,5.9783806922604725,Overrated
One Outs,One Outs,81.0,75.02420882781223,5.975791172187769,Overrated
Shinkyoku Soukai Polyphonica crimson S,Polyphonica Crimson S,68.0,62.02480925922333,5.975190740776668,Overrated
Ano Yume wo Nazotte,Tracing A Dream,75.0,69.03030333801092,5.969696661989076,Overrated
Koukaku Kidoutai: STAND ALONE COMPLEX - Solid State Society,Ghost in the Shell: Stand Alone Complex - Solid State Society,79.0,73.03136746010067,5.968632539899332,Overrated
Taishou Yakyuu Musume.,Taisho Baseball Girls,71.0,65.03198846825626,5.968011531743741,Overrated
ID: INVADED,ID: INVADED,77.0,71.03350714254951,5.96649285745049,Overrated
Crayon Shin-chan: Mononoke Ninja Chinpuuden,Crayon Shinchan the Movie: The Tornado Legend of Ninja Mononoke,73.0,67.03485964558806,5.965140354411943,Overrated
Gifuu Doudou!!: Kanetsugu to Keiji,Gifu Dodo!! Kanetsugu and Keiji,54.0,48.03581854022704,5.964181459772959,Overrated
